OrderID,Seq,OrderDate,ProductID,Qty,Amt,CustomerID,Year,Month
67,7,2016-02-20,p1175481,2,2600,c345762,2016,2
67,8,2016-02-20,p1005891,1,1950,c345762,2016,2
67,9,2016-02-20,p1072601,1,4600,c345762,2016,2
69,1,2016-02-20,p1175481,1,1300,c017567,2016,2
71,3,2016-02-20,p1072601,1,4600,c283212,2016,2
77,6,2016-02-20,p1005891,2,3900,c219362,2016,2
83,2,2016-02-20,p1175481,1,1300,c215485,2016,2
87,7,2016-02-20,p1175481,1,1300,c368084,2016,2
23,10,2016-02-21,p1005891,2,3900,c017538,2016,2
43,2,2016-02-21,p1072601,1,4600,c100815,2016,2
53,1,2016-02-21,p1072601,1,4600,c119748,2016,2
57,1,2016-02-21,p1072601,1,4600,c349653,2016,2
69,6,2016-02-21,p1072601,1,4600,c037915,2016,2
69,7,2016-02-21,p1005891,2,3900,c037915,2016,2
73,5,2016-02-21,p1005891,1,1950,c255519,2016,2
73,7,2016-02-21,p1097821,1,1000,c255519,2016,2
75,13,2016-02-21,p1072601,1,4600,c357553,2016,2
75,14,2016-02-21,p1005891,2,3900,c357553,2016,2
77,2,2016-02-21,p1097821,2,2000,c324617,2016,2
81,3,2016-02-21,p1005891,1,1950,c238056,2016,2
93,6,2016-02-21,p1072601,1,4600,c324337,2016,2
93,8,2016-02-21,p1097821,2,2000,c324337,2016,2
97,1,2016-02-21,p1072601,1,4600,c270755,2016,2
97,5,2016-02-21,p1097821,1,1000,c270755,2016,2
61,3,2016-02-21,p1072601,1,4600,c238991,2016,2
61,4,2016-02-21,p1005891,1,1950,c238991,2016,2
61,13,2016-02-21,p1097821,2,2000,c238991,2016,2
63,1,2016-02-21,p1072601,1,4600,c142902,2016,2
79,3,2016-02-21,p1072601,1,4600,c272968,2016,2
79,11,2016-02-21,p1097821,1,1000,c272968,2016,2
101,1,2016-02-21,p1005891,1,1950,c303751,2016,2
115,1,2016-02-21,p1097821,1,1000,c105246,2016,2
131,3,2016-02-21,p1097821,1,1000,c046178,2016,2
29,1,2016-02-22,p1072601,2,9200,c280418,2016,2
33,5,2016-02-22,p1072601,1,4600,c017544,2016,2
33,7,2016-02-22,p1012751,1,1500,c017544,2016,2
35,17,2016-02-22,p1012751,1,1500,c206248,2016,2
57,4,2016-02-22,p1097821,1,1000,c274375,2016,2
61,2,2016-02-22,p1175481,1,1300,c340498,2016,2
61,5,2016-02-22,p1012751,1,1500,c340498,2016,2
65,2,2016-02-22,p1005891,1,1950,c123085,2016,2
73,2,2016-02-22,p1175481,1,1300,c071054,2016,2
75,4,2016-02-22,p1072601,1,4600,c030869,2016,2
91,1,2016-02-22,p1005891,1,1950,c090821,2016,2
97,7,2016-02-22,p1072601,1,4600,c300788,2016,2
101,5,2016-02-22,p1072601,1,4600,c371209,2016,2
109,5,2016-02-22,p1097821,2,2000,c152439,2016,2
113,8,2016-02-22,p1012751,1,1500,c342721,2016,2
117,1,2016-02-22,p1072601,1,4600,c306915,2016,2
117,8,2016-02-22,p1012751,1,1500,c306915,2016,2
117,13,2016-02-22,p1175481,1,1300,c306915,2016,2
127,2,2016-02-22,p1072601,1,4600,c017646,2016,2
127,4,2016-02-22,p1005891,1,1950,c017646,2016,2
127,5,2016-02-22,p1012751,1,1500,c017646,2016,2
105,3,2016-02-22,p1175481,1,1300,c318849,2016,2
107,7,2016-02-22,p1072601,1,4600,c315780,2016,2
107,8,2016-02-22,p1175481,1,1300,c315780,2016,2
111,1,2016-02-22,p1072601,1,4600,c204015,2016,2
127,3,2016-02-22,p1012751,1,1500,c270755,2016,2
129,4,2016-02-22,p1005891,3,5850,c352730,2016,2
131,2,2016-02-22,p1012751,1,1500,c112142,2016,2
131,5,2016-02-22,p1175481,1,1300,c112142,2016,2
133,3,2016-02-22,p1005891,1,1950,c237565,2016,2
143,10,2016-02-22,p1005891,1,1950,c069762,2016,2
155,2,2016-02-22,p1072601,1,4600,c110521,2016,2
175,4,2016-02-22,p1175481,1,1300,c348855,2016,2
177,1,2016-02-22,p1097821,3,3000,c366888,2016,2
191,3,2016-02-22,p1175481,1,1300,c155875,2016,2
213,1,2016-02-22,p1175481,1,1300,c171748,2016,2
213,5,2016-02-22,p1005891,1,1950,c171748,2016,2
135,8,2016-02-22,p1005891,1,1950,c226168,2016,2
137,2,2016-02-22,p1072601,1,4600,c283989,2016,2
157,2,2016-02-22,p1005891,1,1950,c131272,2016,2
177,1,2016-02-22,p1005891,1,1950,c192673,2016,2
187,2,2016-02-22,p1175481,1,1300,c354828,2016,2
191,1,2016-02-22,p1175481,2,2600,c314136,2016,2
199,2,2016-02-22,p1005891,1,1950,c215674,2016,2
201,6,2016-02-22,p1005891,4,7800,c156079,2016,2
207,2,2016-02-22,p1072601,1,4600,c058327,2016,2
213,7,2016-02-22,p1005891,1,1950,c082866,2016,2
227,3,2016-02-22,p1072601,1,4600,c347991,2016,2
237,5,2016-02-22,p1097821,1,1000,c115806,2016,2
237,6,2016-02-22,p1175481,1,1300,c115806,2016,2
255,7,2016-02-22,p1175481,2,2600,c214899,2016,2
15,4,2016-02-22,p1175481,2,2600,c088828,2016,2
15,5,2016-02-22,p1072601,1,4600,c088828,2016,2
17,1,2016-02-22,p1175481,1,1234,c043687,2016,2
27,2,2016-02-22,p1175481,1,1300,c082557,2016,2
27,3,2016-02-22,p1012751,1,1500,c082557,2016,2
33,17,2016-02-22,p1175481,1,1300,c146132,2016,2
33,20,2016-02-22,p1012751,1,1500,c146132,2016,2
35,17,2016-02-22,p1175481,1,1300,c146132,2016,2
35,20,2016-02-22,p1012751,1,1500,c146132,2016,2
81,10,2016-02-22,p1005891,1,1950,c345078,2016,2
81,12,2016-02-22,p1175481,1,1300,c345078,2016,2
91,5,2016-02-22,p1175481,1,1300,c115496,2016,2
91,8,2016-02-22,p1012751,1,1500,c115496,2016,2
147,8,2016-02-23,p1012751,1,1500,c200338,2016,2
13,2,2016-02-23,p1012751,1,1500,c168775,2016,2
45,4,2016-02-23,p1005891,3,5850,c071910,2016,2
45,8,2016-02-23,p1175481,1,1300,c071910,2016,2
51,6,2016-02-23,p1072601,1,4600,c345371,2016,2
61,3,2016-02-23,p1005891,1,1950,c135481,2016,2
87,8,2016-02-23,p1012751,1,1500,c039165,2016,2
87,9,2016-02-23,p1175481,1,1300,c039165,2016,2
91,2,2016-02-23,p1175481,1,1300,c348181,2016,2
105,2,2016-02-23,p1175481,1,1300,c217820,2016,2
105,7,2016-02-23,p1005891,1,1950,c217820,2016,2
115,2,2016-02-23,p1072601,1,4600,c336759,2016,2
115,5,2016-02-23,p1005891,1,1950,c336759,2016,2
117,2,2016-02-23,p1175481,1,1300,c082866,2016,2
123,3,2016-02-23,p1012751,1,1500,c349634,2016,2
125,5,2016-02-23,p1175481,1,1300,c172979,2016,2
19,2,2016-02-23,p1175481,1,1300,c082656,2016,2
21,1,2016-02-23,p1072601,1,4600,c267551,2016,2
21,3,2016-02-23,p1005891,1,1950,c267551,2016,2
25,4,2016-02-23,p1072601,1,4600,c315780,2016,2
31,4,2016-02-23,p1005891,1,1950,c037554,2016,2
41,5,2016-02-23,p1175481,1,1300,c171257,2016,2
53,2,2016-02-23,p1072601,1,4600,c258537,2016,2
75,10,2016-02-23,p1005891,1,1950,c308745,2016,2
101,7,2016-02-23,p1012751,1,1500,c218664,2016,2
103,5,2016-02-23,p1072601,1,4600,c100815,2016,2
123,4,2016-02-23,p1175481,1,1300,c116212,2016,2
129,3,2016-02-23,p1072601,1,4600,c312420,2016,2
129,6,2016-02-23,p1175481,1,1300,c312420,2016,2
139,4,2016-02-23,p1005891,1,1950,c260290,2016,2
139,5,2016-02-23,p1175481,1,1300,c260290,2016,2
23,5,2016-02-24,p1175481,1,1300,c347991,2016,2
39,1,2016-02-24,p1012751,1,1500,c339083,2016,2
41,2,2016-02-24,p1097821,1,1000,c324615,2016,2
49,4,2016-02-24,p1072601,1,4600,c211169,2016,2
61,2,2016-02-24,p1175481,1,1300,c174605,2016,2
67,6,2016-02-24,p1097821,1,1000,c261843,2016,2
71,3,2016-02-24,p1012751,1,1500,c103446,2016,2
71,7,2016-02-24,p1097821,1,1000,c103446,2016,2
73,1,2016-02-24,p1175481,1,1300,c229107,2016,2
75,1,2016-02-24,p1175481,2,2600,c338224,2016,2
75,2,2016-02-24,p1005891,3,5850,c338224,2016,2
81,5,2016-02-24,p1175481,1,1300,c305406,2016,2
81,6,2016-02-24,p1012751,1,1500,c305406,2016,2
109,1,2016-02-24,p1005891,1,1950,c115806,2016,2
113,3,2016-02-24,p1072601,1,4600,c222080,2016,2
135,9,2016-02-24,p1072601,1,4600,c226603,2016,2
141,5,2016-02-24,p1097821,1,1000,c314205,2016,2
141,6,2016-02-24,p1175481,1,1300,c314205,2016,2
143,3,2016-02-24,p1012751,1,1500,c059914,2016,2
143,4,2016-02-24,p1072601,2,9200,c059914,2016,2
145,7,2016-02-24,p1175481,2,2600,c095789,2016,2
163,1,2016-02-24,p1175481,1,1300,c193316,2016,2
169,4,2016-02-24,p1175481,1,1300,c309850,2016,2
177,3,2016-02-24,p1012751,1,1500,c083678,2016,2
185,1,2016-02-24,p1012751,1,1500,c335469,2016,2
189,2,2016-02-24,p1072601,2,9200,c063771,2016,2
193,2,2016-02-24,p1012751,1,1500,c305176,2016,2
3,8,2016-02-24,p1005891,1,1950,c226048,2016,2
5,2,2016-02-24,p1012751,1,1500,c220817,2016,2
33,2,2016-02-24,p1175481,1,1300,c123010,2016,2
93,6,2016-02-24,p1175481,1,1300,c203789,2016,2
105,7,2016-02-24,p1012751,1,1500,c070348,2016,2
117,2,2016-02-24,p1005891,1,1950,c259666,2016,2
129,1,2016-02-24,p1072601,1,4600,c330165,2016,2
147,3,2016-02-24,p1005891,1,1950,c083607,2016,2
147,6,2016-02-24,p1175481,1,1300,c083607,2016,2
177,7,2016-02-24,p1072601,1,4600,c280317,2016,2
183,3,2016-02-24,p1175481,1,1300,c142261,2016,2
189,2,2016-02-24,p1005891,1,1950,c142261,2016,2
191,1,2016-02-24,p1175481,1,1300,c048405,2016,2
191,2,2016-02-24,p1005891,1,1950,c048405,2016,2
91,4,2016-02-25,p1175481,1,1300,c115512,2016,2
91,7,2016-02-25,p1012751,1,1500,c115512,2016,2
43,2,2016-02-25,p1005891,2,3900,c259362,2016,2
43,5,2016-02-25,p1012751,4,6000,c259362,2016,2
45,2,2016-02-25,p1005891,1,1950,c048606,2016,2
39,4,2016-02-25,p1005891,1,1950,c256610,2016,2
43,4,2016-02-25,p1175481,1,1300,c283212,2016,2
43,10,2016-02-25,p1012751,1,1500,c283212,2016,2
49,6,2016-02-25,p1175481,1,1300,c267551,2016,2
51,4,2016-02-25,p1097821,1,1000,c365376,2016,2
55,6,2016-02-25,p1072601,2,9200,c063771,2016,2
83,1,2016-02-25,p1012751,1,1500,c056249,2016,2
85,2,2016-02-25,p1005891,1,1950,c054396,2016,2
85,7,2016-02-25,p1012751,1,1500,c054396,2016,2
97,2,2016-02-25,p1175481,1,1300,c268330,2016,2
101,1,2016-02-25,p1072601,1,4600,c067375,2016,2
103,1,2016-02-25,p1072601,1,4600,c110521,2016,2
117,4,2016-02-25,p1072601,1,4600,c292114,2016,2
125,3,2016-02-25,p1072601,1,4600,c192673,2016,2
129,1,2016-02-25,p1012751,1,1500,c222080,2016,2
133,5,2016-02-25,p1012751,1,1500,c312420,2016,2
139,1,2016-02-25,p1012751,1,1500,c156419,2016,2
139,2,2016-02-25,p1072601,1,4600,c156419,2016,2
175,3,2016-02-25,p1012751,1,1500,c122735,2016,2
177,3,2016-02-25,p1072601,1,4600,c123918,2016,2
193,1,2016-02-25,p1072601,1,4600,c299230,2016,2
193,8,2016-02-25,p1012751,1,1500,c299230,2016,2
197,3,2016-02-25,p1072601,1,4600,c038572,2016,2
5,2,2016-02-25,p1072601,2,9200,c093176,2016,2
11,3,2016-02-25,p1175481,1,1300,c307070,2016,2
19,3,2016-02-25,p1097821,2,2000,c263514,2016,2
99,4,2016-02-25,p1005891,1,1950,c062902,2016,2
109,5,2016-02-25,p1005891,2,3900,c314144,2016,2
133,10,2016-02-25,p1097821,1,1000,c082866,2016,2
133,12,2016-02-25,p1072601,1,4600,c082866,2016,2
135,3,2016-02-25,p1097821,2,2000,c136865,2016,2
139,3,2016-02-25,p1012751,1,1500,c057298,2016,2
141,3,2016-02-25,p1012751,1,1500,c057298,2016,2
145,11,2016-02-25,p1175481,1,1300,c366335,2016,2
183,8,2016-02-25,p1012751,1,1500,c312325,2016,2
13,6,2016-02-25,p1012751,1,1500,c034376,2016,2
17,2,2016-02-25,p1072601,2,9200,c017487,2016,2
23,1,2016-02-25,p1175481,1,1300,c091271,2016,2
27,8,2016-02-25,p1005891,1,1950,c344728,2016,2
187,6,2016-02-26,p1175481,1,1300,c129299,2016,2
3,3,2016-02-26,p1175481,1,1300,c054396,2016,2
11,6,2016-02-26,p1175481,1,1300,c263277,2016,2
25,7,2016-02-26,p1097821,1,1000,c116443,2016,2
25,8,2016-02-26,p1175481,1,1300,c116443,2016,2
47,3,2016-02-26,p1175481,1,1300,c048606,2016,2
55,6,2016-02-26,p1012751,1,1500,c227646,2016,2
55,7,2016-02-26,p1097821,1,1000,c227646,2016,2
55,10,2016-02-26,p1072601,1,4600,c227646,2016,2
55,12,2016-02-26,p1005891,1,1950,c227646,2016,2
55,16,2016-02-26,p1175481,1,1300,c227646,2016,2
63,7,2016-02-26,p1005891,1,1950,c148505,2016,2
75,3,2016-02-26,p1175481,1,1300,c038315,2016,2
89,6,2016-02-26,p1175481,1,1300,c342774,2016,2
89,12,2016-02-26,p1012751,1,1500,c342774,2016,2
99,7,2016-02-26,p1175481,1,1300,c038174,2016,2
99,8,2016-02-26,p1005891,1,1950,c038174,2016,2
119,7,2016-02-26,p1012751,1,1500,c146815,2016,2
139,6,2016-02-26,p1072601,1,4600,c229107,2016,2
147,7,2016-02-26,p1005891,2,3900,c348709,2016,2
147,10,2016-02-26,p1097821,1,1000,c348709,2016,2
155,4,2016-02-26,p1072601,1,4600,c090006,2016,2
155,5,2016-02-26,p1097821,1,1000,c090006,2016,2
163,2,2016-02-26,p1072601,1,4600,c363228,2016,2
163,5,2016-02-26,p1175481,1,1300,c125014,2016,2
163,7,2016-02-26,p1005891,2,3900,c125014,2016,2
121,4,2016-02-26,p1097821,2,2000,c307527,2016,2
133,7,2016-02-26,p1072601,1,4600,c087047,2016,2
139,2,2016-02-26,p1072601,1,4600,c121138,2016,2
139,8,2016-02-26,p1005891,2,3900,c121138,2016,2
13,7,2016-02-26,p1072601,1,4600,c096617,2016,2
45,8,2016-02-26,p1012751,1,1500,c051771,2016,2
49,2,2016-02-26,p1072601,1,4600,c204613,2016,2
55,1,2016-02-26,p1097821,1,1000,c371568,2016,2
77,1,2016-02-26,p1012751,1,1500,c313433,2016,2
77,9,2016-02-26,p1175481,1,1300,c313433,2016,2
99,1,2016-02-26,p1072601,1,4600,c110521,2016,2
111,13,2016-02-26,p1175481,1,1300,c054232,2016,2
117,5,2016-02-26,p1005891,1,1950,c280766,2016,2
117,6,2016-02-26,p1175481,1,1300,c280766,2016,2
119,12,2016-02-26,p1012751,1,1500,c347991,2016,2
79,8,2016-02-27,p1012751,1,1500,c336759,2016,2
15,2,2016-02-27,p1072601,1,4600,c280471,2016,2
15,4,2016-02-27,p1175481,1,1300,c280471,2016,2
17,8,2016-02-27,p1175481,1,1300,c268330,2016,2
29,4,2016-02-27,p1097821,1,1000,c105246,2016,2
31,4,2016-02-27,p1097821,1,1000,c105246,2016,2
37,2,2016-02-27,p1072601,1,4600,c270755,2016,2
37,4,2016-02-27,p1005891,1,1950,c270755,2016,2
39,2,2016-02-27,p1072601,1,4600,c280317,2016,2
45,2,2016-02-27,p1012751,1,1500,c032944,2016,2
45,4,2016-02-27,p1072601,1,4600,c032944,2016,2
51,9,2016-02-27,p1072601,1,4600,c345762,2016,2
51,11,2016-02-27,p1175481,2,2600,c345762,2016,2
57,2,2016-02-27,p1072601,1,4600,c226725,2016,2
57,4,2016-02-27,p1097821,1,1000,c226725,2016,2
57,13,2016-02-27,p1012751,1,1500,c226725,2016,2
69,3,2016-02-27,p1072601,1,4600,c115575,2016,2
83,3,2016-02-27,p1072601,1,4600,c272190,2016,2
87,1,2016-02-27,p1012751,1,1500,c314136,2016,2
87,4,2016-02-27,p1175481,1,1300,c314136,2016,2
117,4,2016-02-27,p1005891,1,1950,c076462,2016,2
117,5,2016-02-27,p1175481,1,1300,c076462,2016,2
119,2,2016-02-27,p1005891,1,1950,c187029,2016,2
5,1,2016-02-27,p1072601,1,4600,c226603,2016,2
21,6,2016-02-27,p1012751,1,1500,c041765,2016,2
21,9,2016-02-27,p1175481,1,1300,c041765,2016,2
21,11,2016-02-27,p1072601,1,4600,c041765,2016,2
25,5,2016-02-27,p1175481,1,1300,c324615,2016,2
51,2,2016-02-27,p1072601,1,4140,c300788,2016,2
51,3,2016-02-27,p1072601,1,4600,c300788,2016,2
55,2,2016-02-27,p1072601,1,4600,c364279,2016,2
57,4,2016-02-27,p1072601,1,4600,c066141,2016,2
57,9,2016-02-27,p1175481,1,1300,c066141,2016,2
57,13,2016-02-27,p1097821,1,1000,c066141,2016,2
57,18,2016-02-27,p1012751,1,1500,c066141,2016,2
59,1,2016-02-27,p1012751,1,1500,c300072,2016,2
59,2,2016-02-27,p1072601,1,4600,c300072,2016,2
69,4,2016-02-27,p1072601,1,4600,c261935,2016,2
69,5,2016-02-27,p1097821,1,1000,c261935,2016,2
83,6,2016-02-27,p1012751,1,1500,c341969,2016,2
85,2,2016-02-27,p1072601,1,4600,c275313,2016,2
85,3,2016-02-27,p1012751,1,1500,c275313,2016,2
95,2,2016-02-27,p1175481,1,1300,c319782,2016,2
107,1,2016-02-27,p1097821,1,1000,c212716,2016,2
107,2,2016-02-27,p1072601,1,4600,c212716,2016,2
107,9,2016-02-27,p1012751,1,1500,c212716,2016,2
115,2,2016-02-27,p1175481,1,1300,c357801,2016,2
117,6,2016-02-27,p1175481,1,1300,c056399,2016,2
117,10,2016-02-27,p1012751,1,1500,c056399,2016,2
121,3,2016-02-27,p1175481,1,1300,c199973,2016,2
137,2,2016-02-27,p1005891,1,1950,c235016,2016,2
161,6,2016-02-27,p1012751,1,1500,c274736,2016,2
173,2,2016-02-27,p1072601,2,9200,c124389,2016,2
177,3,2016-02-27,p1175481,1,1300,c360455,2016,2
179,3,2016-02-27,p1012751,1,1500,c037261,2016,2
71,13,2016-02-28,p1097821,4,4000,c107853,2016,2
75,2,2016-02-28,p1072601,1,4600,c276666,2016,2
75,4,2016-02-28,p1175481,1,1300,c276666,2016,2
75,5,2016-02-28,p1005891,1,1950,c276666,2016,2
79,3,2016-02-28,p1012751,1,1500,c232939,2016,2
83,2,2016-02-28,p1175481,1,1300,c369132,2016,2
87,4,2016-02-28,p1005891,1,1950,c338629,2016,2
95,1,2016-02-28,p1072601,1,4600,c064759,2016,2
99,4,2016-02-28,p1097821,1,1000,c360455,2016,2
103,2,2016-02-28,p1175481,1,1300,c043205,2016,2
105,4,2016-02-28,p1072601,2,9200,c100815,2016,2
105,6,2016-02-28,p1005891,2,3900,c100815,2016,2
107,4,2016-02-28,p1072601,2,9200,c100815,2016,2
107,6,2016-02-28,p1005891,2,3900,c100815,2016,2
11,8,2016-02-28,p1005891,1,1950,c199854,2016,2
17,9,2016-02-28,p1005891,1,1950,c187029,2016,2
17,11,2016-02-28,p1175481,1,1300,c187029,2016,2
27,4,2016-02-28,p1175481,1,1300,c341307,2016,2
59,7,2016-02-28,p1097821,1,1000,c173870,2016,2
69,3,2016-02-28,p1012751,1,1500,c047907,2016,2
69,4,2016-02-28,p1072601,1,4600,c047907,2016,2
75,1,2016-02-28,p1175481,1,1300,c266979,2016,2
81,3,2016-02-28,p1072601,1,4600,c341675,2016,2
93,1,2016-02-28,p1175481,1,1300,c235016,2016,2
11,5,2016-02-28,p1175481,1,1300,c261935,2016,2
11,6,2016-02-28,p1005891,1,1950,c261935,2016,2
19,7,2016-02-28,p1012751,1,1500,c365956,2016,2
19,8,2016-02-28,p1097821,2,2000,c365956,2016,2
21,10,2016-02-28,p1175481,1,1300,c317547,2016,2
29,1,2016-02-28,p1005891,1,1950,c354567,2016,2
29,2,2016-02-28,p1175481,2,2600,c354567,2016,2
61,1,2016-02-28,p1072601,2,9200,c315780,2016,2
69,2,2016-02-28,p1072601,3,13800,c132501,2016,2
71,5,2016-02-28,p1012751,2,3000,c107853,2016,2
5,1,2016-02-28,p1072601,1,4600,c132676,2016,2
37,1,2016-02-29,p1012751,1,1500,c312325,2016,2
39,1,2016-02-29,p1175481,1,1300,c350918,2016,2
45,1,2016-02-29,p1005891,1,1950,c091211,2016,2
55,2,2016-02-29,p1005891,1,1950,c071054,2016,2
73,9,2016-02-29,p1012751,1,1500,c226168,2016,2
91,1,2016-02-29,p1012751,-1,-1500,c206248,2016,2
101,2,2016-02-29,p1175481,1,1300,c150852,2016,2
103,1,2016-02-29,p1012751,1,1500,c100815,2016,2
103,2,2016-02-29,p1072601,2,9200,c100815,2016,2
103,4,2016-02-29,p1005891,1,1950,c100815,2016,2
105,3,2016-02-29,p1175481,2,2600,c275598,2016,2
111,13,2016-02-29,p1175481,2,2600,c229107,2016,2
111,14,2016-02-29,p1072601,1,4600,c229107,2016,2
115,11,2016-02-29,p1012751,1,1500,c234152,2016,2
137,20,2016-02-29,p1175481,2,2600,c357553,2016,2
141,1,2016-02-29,p1175481,1,1300,c272388,2016,2
147,1,2016-02-29,p1012751,1,1500,c259395,2016,2
165,8,2016-02-29,p1012751,1,1500,c077390,2016,2
175,6,2016-02-29,p1175481,1,1300,c254964,2016,2
175,10,2016-02-29,p1005891,1,1950,c254964,2016,2
179,1,2016-02-29,p1072601,2,9200,c176135,2016,2
185,9,2016-02-29,p1005891,1,1950,c017554,2016,2
185,13,2016-02-29,p1072601,1,4600,c017554,2016,2
9,3,2016-02-29,p1072601,1,4600,c336439,2016,2
9,8,2016-02-29,p1175481,1,1300,c336439,2016,2
15,7,2016-02-29,p1005891,1,1950,c054396,2016,2
25,4,2016-02-29,p1097821,1,1000,c358320,2016,2
33,11,2016-02-29,p1012751,1,1500,c178218,2016,2
35,6,2016-02-29,p1072601,2,9200,c226603,2016,2
41,5,2016-02-29,p1012751,1,1500,c353494,2016,2
51,4,2016-02-29,p1012751,1,1500,c345078,2016,2
51,6,2016-02-29,p1005891,1,1950,c345078,2016,2
71,1,2016-02-29,p1175481,1,1300,c305406,2016,2
71,4,2016-02-29,p1005891,1,1950,c305406,2016,2
79,15,2016-02-29,p1072601,1,4600,c200338,2016,2
81,15,2016-02-29,p1072601,1,4600,c200338,2016,2
83,7,2016-02-29,p1175481,1,1300,c297255,2016,2
103,4,2016-02-29,p1175481,1,1300,c170207,2016,2
107,1,2016-02-29,p1097821,2,1898,c213699,2016,2
113,10,2016-02-29,p1012751,1,1500,c144797,2016,2
113,17,2016-02-29,p1005891,1,1950,c144797,2016,2
131,3,2016-02-29,p1005891,1,1950,c038099,2016,2
135,1,2016-02-29,p1012751,1,1500,c275248,2016,2
135,3,2016-02-29,p1175481,1,1300,c275248,2016,2
163,3,2016-02-29,p1072601,2,9200,c203062,2016,2
181,8,2016-02-29,p1072601,1,4600,c171748,2016,2
7,1,2016-02-29,p1012751,1,1455,c161898,2016,2
25,19,2016-02-29,p1012751,1,1500,c146132,2016,2
89,2,2016-03-01,p1175481,1,1300,c083132,2016,3
91,3,2016-03-01,p1097821,2,2000,c083132,2016,3
103,7,2016-03-01,p1175481,3,3900,c206248,2016,3
31,1,2016-03-01,p1175481,2,2600,c037998,2016,3
31,3,2016-03-01,p1005891,1,1950,c037998,2016,3
39,2,2016-03-01,p1072601,1,4600,c272968,2016,3
53,2,2016-03-01,p1175481,1,1300,c136916,2016,3
55,10,2016-03-01,p1097821,1,1000,c365376,2016,3
57,1,2016-03-01,p1005891,1,1950,c345371,2016,3
63,2,2016-03-01,p1072601,1,4600,c349653,2016,3
63,3,2016-03-01,p1005891,1,1950,c349653,2016,3
75,2,2016-03-01,p1072601,1,4600,c280317,2016,3
79,2,2016-03-01,p1097821,1,1000,c117495,2016,3
99,2,2016-03-01,p1072601,2,9200,c296998,2016,3
119,1,2016-03-01,p1012751,1,1500,c283663,2016,3
123,1,2016-03-01,p1175481,1,1300,c280766,2016,3
123,19,2016-03-01,p1005891,1,1950,c280766,2016,3
127,1,2016-03-01,p1175481,1,1300,c256847,2016,3
127,5,2016-03-01,p1005891,1,1950,c256847,2016,3
135,5,2016-03-01,p1072601,1,4600,c057792,2016,3
13,3,2016-03-01,p1175481,1,1300,c362922,2016,3
13,5,2016-03-01,p1005891,1,1950,c362922,2016,3
21,8,2016-03-01,p1097821,1,1000,c037443,2016,3
25,3,2016-03-01,p1072601,1,4600,c025386,2016,3
29,2,2016-03-01,p1012751,1,1500,c048405,2016,3
35,1,2016-03-01,p1175481,1,1300,c201389,2016,3
37,20,2016-03-01,p1175481,1,1300,c254747,2016,3
51,4,2016-03-01,p1072601,1,4600,c123918,2016,3
57,2,2016-03-01,p1012751,1,1500,c352739,2016,3
65,7,2016-03-01,p1175481,1,1300,c095789,2016,3
67,4,2016-03-01,p1005891,1,1950,c092647,2016,3
69,2,2016-03-01,p1005891,1,1950,c203789,2016,3
77,10,2016-03-01,p1012751,1,1500,c181972,2016,3
81,1,2016-03-01,p1072601,1,4600,c110521,2016,3
87,1,2016-03-01,p1175481,1,1300,c095391,2016,3
13,5,2016-03-02,p1005891,1,1950,c201252,2016,3
27,5,2016-03-02,p1072601,1,4600,c068423,2016,3
39,2,2016-03-02,p1005891,2,3900,c215381,2016,3
39,4,2016-03-02,p1072601,1,4600,c215381,2016,3
49,1,2016-03-02,p1175481,1,1300,c354639,2016,3
51,2,2016-03-02,p1072601,1,4600,c177682,2016,3
59,2,2016-03-02,p1175481,1,1300,c316488,2016,3
63,6,2016-03-02,p1012751,1,1500,c150670,2016,3
67,2,2016-03-02,p1175481,1,1300,c274836,2016,3
67,5,2016-03-02,p1005891,1,1950,c274836,2016,3
67,13,2016-03-02,p1012751,2,3000,c274836,2016,3
79,2,2016-03-02,p1175481,1,1300,c090006,2016,3
79,7,2016-03-02,p1005891,1,1950,c090006,2016,3
93,3,2016-03-02,p1005891,1,1950,c029643,2016,3
103,1,2016-03-02,p1072601,1,4600,c271006,2016,3
111,4,2016-03-02,p1175481,1,1300,c155875,2016,3
111,5,2016-03-02,p1097821,1,1000,c155875,2016,3
115,10,2016-03-02,p1005891,1,1950,c314144,2016,3
119,1,2016-03-02,p1072601,1,4600,c093176,2016,3
119,3,2016-03-02,p1005891,1,1950,c093176,2016,3
129,10,2016-03-02,p1175481,1,1300,c230379,2016,3
137,4,2016-03-02,p1097821,3,3000,c048405,2016,3
139,2,2016-03-02,p1012751,1,1500,c192673,2016,3
167,3,2016-03-02,p1005891,1,1950,c121344,2016,3
167,5,2016-03-02,p1012751,1,1500,c121344,2016,3
175,4,2016-03-02,p1072601,1,4600,c057902,2016,3
195,3,2016-03-02,p1072601,1,4600,c156419,2016,3
199,1,2016-03-02,p1072601,1,4600,c270755,2016,3
213,7,2016-03-02,p1005891,1,1950,c056795,2016,3
215,1,2016-03-02,p1072601,1,4600,c312185,2016,3
215,9,2016-03-02,p1012751,1,1500,c312185,2016,3
217,10,2016-03-02,p1005891,1,1950,c050169,2016,3
237,2,2016-03-02,p1072601,1,4600,c356418,2016,3
5,1,2016-03-02,p1012751,1,1500,c268330,2016,3
11,3,2016-03-02,p1012751,1,1500,c317858,2016,3
13,2,2016-03-02,p1175481,1,1300,c317858,2016,3
23,6,2016-03-02,p1012751,1,1500,c341192,2016,3
31,3,2016-03-02,p1175481,1,1300,c078549,2016,3
