Date,ProductID,ProductName,in_ton
20190301,22500,토마토,201
20190301,15100,고구마,113
20190301,23100,무,509
20190301,23200,당근,91
20190301,24400,양파,715
20190302,23100,무,528
20190302,23200,당근,88
20190302,24400,양파,623
20190302,22500,토마토,148
20190302,15100,고구마,57
20190304,23100,무,574
20190304,15100,고구마,175
20190304,23200,당근,183
20190304,24400,양파,704
20190304,22500,토마토,263
20190305,23100,무,577
20190305,23200,당근,177
20190305,24400,양파,639
20190305,22500,토마토,146
20190305,15100,고구마,136
20190306,23100,무,538
20190306,23200,당근,121
20190306,24400,양파,697
20190306,22500,토마토,183
20190306,15100,고구마,147
20190307,23100,무,566
20190307,23200,당근,194
20190307,24400,양파,641
20190307,22500,토마토,162
20190307,15100,고구마,109
20190308,23100,무,548
20190308,23200,당근,130
20190308,24400,양파,757
20190308,22500,토마토,243
20190308,15100,고구마,97
20190309,23100,무,557
20190309,23200,당근,170
20190309,24400,양파,653
20190309,22500,토마토,175
20190309,15100,고구마,70
20190311,23100,무,500
20190311,23200,당근,245
20190311,15100,고구마,174
20190311,24400,양파,793
20190311,22500,토마토,234
20190312,22500,토마토,154
20190312,15100,고구마,87
20190312,23100,무,484
20190312,23200,당근,239
20190312,24400,양파,584
20190313,23100,무,379
20190313,23200,당근,173
20190313,24400,양파,594
20190313,15100,고구마,130
20190313,22500,토마토,187
20190314,23100,무,498
20190314,23200,당근,202
20190314,24400,양파,590
20190314,22500,토마토,144
20190314,15100,고구마,62
20190315,23100,무,555
20190315,23200,당근,190
20190315,24400,양파,878
20190315,22500,토마토,219
20190315,15100,고구마,124
20190316,23100,무,526
20190316,23200,당근,108
20190316,24400,양파,836
20190316,22500,토마토,170
20190316,15100,고구마,74
20190318,23100,무,536
20190318,23200,당근,279
20190318,24400,양파,933
20190318,22500,토마토,247
20190318,15100,고구마,190
20190319,23200,당근,143
20190319,24400,양파,948
20190319,22500,토마토,170
20190319,15100,고구마,121
20190319,23100,무,596
20190320,23100,무,576
20190320,23200,당근,171
20190320,24400,양파,707
20190320,22500,토마토,202
20190320,15100,고구마,148
20190321,24400,양파,824
20190321,22500,토마토,163
20190321,15100,고구마,89
20190321,23100,무,450
20190321,23200,당근,120
20190322,23100,무,601
20190322,23200,당근,197
20190322,24400,양파,663
20190322,22500,토마토,257
20190322,15100,고구마,147
20190323,15100,고구마,71
20190323,23100,무,434
20190323,23200,당근,115
20190323,24400,양파,566
20190323,22500,토마토,196
20190325,23100,무,452
20190325,23200,당근,242
20190325,24400,양파,691
20190325,22500,토마토,275
20190325,15100,고구마,189
20190326,23100,무,450
20190326,23200,당근,187
20190326,24400,양파,586
20190326,22500,토마토,195
20190326,15100,고구마,86
20190327,22500,토마토,199
20190327,15100,고구마,130
20190327,23100,무,448
20190327,24400,양파,710
20190327,23200,당근,143
20190328,23100,무,487
20190328,23200,당근,86
20190328,24400,양파,614
20190328,15100,고구마,83
20190328,22500,토마토,181
20190329,23100,무,508
20190329,23200,당근,87
20190329,24400,양파,629
20190329,22500,토마토,257
20190329,15100,고구마,109
20190330,23100,무,387
20190330,23200,당근,164
20190330,24400,양파,667
20190330,15100,고구마,36
20190330,22500,토마토,244
20190401,23100,무,512
20190401,23200,당근,294
20190401,24400,양파,728
20190401,22500,토마토,305
20190401,15100,고구마,132
20190402,23100,무,506
20190402,23200,당근,164
20190402,15100,고구마,87
20190402,24400,양파,749
20190402,22500,토마토,220
20190403,23100,무,589
20190403,23200,당근,138
20190403,24400,양파,726
20190403,22500,토마토,221
20190403,15100,고구마,112
20190404,23100,무,724
20190404,23200,당근,146
20190404,24400,양파,792
20190404,15100,고구마,90
20190404,22500,토마토,194
20190405,23100,무,622
20190405,23200,당근,143
20190405,15100,고구마,112
20190405,24400,양파,1092
20190405,22500,토마토,282
20190406,23100,무,432
20190406,23200,당근,37
20190406,24400,양파,937
20190406,22500,토마토,232
20190406,15100,고구마,82
20190408,23100,무,528
20190408,23200,당근,187
20190408,24400,양파,587
20190408,22500,토마토,293
20190408,15100,고구마,160
20190409,23100,무,514
20190409,23200,당근,123
20190409,24400,양파,561
20190409,22500,토마토,227
20190409,15100,고구마,122
20190410,22500,토마토,254
20190410,23100,무,410
20190410,23200,당근,139
20190410,24400,양파,661
20190410,15100,고구마,131
20190411,23100,무,396
20190411,23200,당근,150
20190411,24400,양파,758
20190411,22500,토마토,193
20190411,15100,고구마,103
20190412,23100,무,263
20190412,23200,당근,152
20190412,24400,양파,575
20190412,22500,토마토,273
20190412,15100,고구마,103
20190413,23100,무,350
20190413,23200,당근,65
20190413,24400,양파,735
20190413,22500,토마토,228
20190413,15100,고구마,66
20190415,23100,무,644
20190415,23200,당근,222
20190415,24400,양파,1067
20190415,22500,토마토,325
20190415,15100,고구마,122
20190416,22500,토마토,237
20190416,15100,고구마,92
20190416,23100,무,619
20190416,23200,당근,174
20190416,24400,양파,836
20190417,23100,무,655
20190417,23200,당근,246
20190417,24400,양파,895
20190417,22500,토마토,269
20190417,15100,고구마,100
20190418,23100,무,508
20190418,23200,당근,107
20190418,24400,양파,775
20190418,22500,토마토,224
20190418,15100,고구마,87
20190419,23100,무,488
20190419,23200,당근,177
20190419,24400,양파,884
20190419,22500,토마토,301
20190419,15100,고구마,91
20190420,23100,무,489
20190420,23200,당근,73
20190420,24400,양파,787
20190420,22500,토마토,242
20190420,15100,고구마,37
20190422,22500,토마토,332
20190422,15100,고구마,97
20190422,23100,무,452
20190422,23200,당근,204
20190422,24400,양파,1116
20190423,23100,무,466
20190423,23200,당근,136
20190423,24400,양파,741
20190423,22500,토마토,313
20190423,15100,고구마,82
20190424,23100,무,384
20190424,23200,당근,134
20190424,24400,양파,701
20190424,22500,토마토,288
20190424,15100,고구마,104
20190425,23100,무,527
20190425,23200,당근,134
20190425,24400,양파,1145
20190425,22500,토마토,243
20190425,15100,고구마,83
20190426,15100,고구마,81
20190426,23100,무,467
20190426,23200,당근,102
20190426,24400,양파,927
20190426,22500,토마토,305
20190427,23100,무,299
20190427,23200,당근,69
20190427,24400,양파,657
20190427,22500,토마토,268
20190427,15100,고구마,85
20190429,15100,고구마,84
20190429,23100,무,506
20190429,23200,당근,149
20190429,24400,양파,818
20190429,22500,토마토,340
20190430,23100,무,475
20190430,23200,당근,314
20190430,24400,양파,1140
20190430,22500,토마토,258
20190430,15100,고구마,60
20190501,22500,토마토,284
20190501,15100,고구마,75
20190501,23100,무,406
20190501,23200,당근,156
20190501,24400,양파,819
20190502,24400,양파,811
20190502,22500,토마토,265
20190502,15100,고구마,65
20190502,23100,무,472
20190502,23200,당근,186
20190503,23100,무,491
20190503,23200,당근,148
20190503,24400,양파,1082
20190503,22500,토마토,359
20190503,15100,고구마,100
20190504,23100,무,371
20190504,23200,당근,64
20190504,22500,토마토,277
20190504,15100,고구마,60
20190504,24400,양파,1064
20190506,23100,무,617
20190506,23200,당근,173
20190506,24400,양파,1303
20190506,15100,고구마,88
20190506,22500,토마토,398
20190507,22500,토마토,280
20190507,15100,고구마,62
20190507,23200,당근,195
20190507,24400,양파,1143
20190507,23100,무,554
20190508,23100,무,520
20190508,23200,당근,141
20190508,24400,양파,1020
20190508,22500,토마토,303
20190508,15100,고구마,81
20190509,23100,무,433
20190509,23200,당근,137
20190509,24400,양파,1183
20190509,15100,고구마,76
20190509,22500,토마토,274
20190510,24400,양파,1059
20190510,23100,무,489
20190510,23200,당근,109
20190510,22500,토마토,369
20190510,15100,고구마,78
20190511,23200,당근,48
20190511,24400,양파,1188
20190511,22500,토마토,310
20190511,15100,고구마,64
20190511,23100,무,326
20190513,23100,무,577
20190513,23200,당근,153
20190513,24400,양파,1331
20190513,22500,토마토,423
20190513,15100,고구마,91
20190514,23100,무,565
20190514,23200,당근,168
20190514,24400,양파,1230
20190514,22500,토마토,361
20190514,15100,고구마,91
20190515,23100,무,432
20190515,23200,당근,154
20190515,24400,양파,949
20190515,22500,토마토,345
20190515,15100,고구마,91
20190516,23100,무,478
20190516,23200,당근,129
20190516,24400,양파,1224
20190516,22500,토마토,317
20190516,15100,고구마,51
20190517,23100,무,362
20190517,23200,당근,268
20190517,24400,양파,1062
20190517,22500,토마토,381
20190517,15100,고구마,93
20190518,23100,무,396
20190518,23200,당근,51
20190518,24400,양파,814
20190518,22500,토마토,307
20190518,15100,고구마,34
20190520,23100,무,724
20190520,23200,당근,172
20190520,24400,양파,958
20190520,22500,토마토,418
20190520,15100,고구마,82
20190521,24400,양파,957
20190521,22500,토마토,347
20190521,15100,고구마,46
20190521,23100,무,594
20190521,23200,당근,153
20190522,22500,토마토,355
20190522,15100,고구마,92
20190522,23100,무,575
20190522,24400,양파,900
20190522,23200,당근,155
20190523,23100,무,608
20190523,23200,당근,193
20190523,24400,양파,1074
20190523,22500,토마토,316
20190523,15100,고구마,58
20190524,22500,토마토,385
20190524,15100,고구마,60
20190524,23100,무,521
20190524,23200,당근,119
20190524,24400,양파,1404
20190525,23100,무,320
20190525,23200,당근,52
20190525,24400,양파,1105
20190525,22500,토마토,310
20190525,15100,고구마,35
20190527,23100,무,555
20190527,23200,당근,225
20190527,24400,양파,1327
20190527,22500,토마토,402
20190527,15100,고구마,107
20190528,23100,무,440
20190528,23200,당근,117
20190528,24400,양파,839
20190528,22500,토마토,253
20190528,15100,고구마,54
20190529,23100,무,635
20190529,23200,당근,154
20190529,24400,양파,1391
20190529,22500,토마토,284
20190529,15100,고구마,101
20190530,22500,토마토,262
20190530,15100,고구마,49
20190530,23100,무,575
20190530,23200,당근,129
20190530,24400,양파,892
20190531,15100,고구마,70
20190531,23100,무,567
20190531,23200,당근,307
20190531,24400,양파,1275
20190531,22500,토마토,324
20190601,23100,무,470
20190601,23200,당근,52
20190601,24400,양파,851
20190601,22500,토마토,331
20190601,15100,고구마,41
20190603,23100,무,483
20190603,23200,당근,196
20190603,24400,양파,1587
20190603,22500,토마토,455
20190603,15100,고구마,93
20190604,22500,토마토,348
20190604,15100,고구마,60
20190604,23100,무,440
20190604,23200,당근,148
20190604,24400,양파,1268
20190605,24400,양파,1237
20190605,22500,토마토,338
20190605,15100,고구마,105
20190605,23100,무,402
20190605,23200,당근,216
20190606,23100,무,451
20190606,23200,당근,153
20190606,24400,양파,1341
20190606,22500,토마토,266
20190606,15100,고구마,80
20190607,23100,무,420
20190607,23200,당근,121
20190607,24400,양파,807
20190607,22500,토마토,280
20190607,15100,고구마,81
20190608,23100,무,432
20190608,23200,당근,56
20190608,24400,양파,817
20190608,22500,토마토,244
20190608,15100,고구마,22
20190610,23100,무,597
20190610,23200,당근,108
20190610,24400,양파,1235
20190610,22500,토마토,385
20190610,15100,고구마,68
20190611,23100,무,521
20190611,23200,당근,176
20190611,24400,양파,971
20190611,22500,토마토,337
20190611,15100,고구마,93
20190612,23100,무,669
20190612,23200,당근,136
20190612,24400,양파,1082
20190612,22500,토마토,298
20190612,15100,고구마,64
20190613,23100,무,505
20190613,23200,당근,172
20190613,24400,양파,911
20190613,22500,토마토,274
20190613,15100,고구마,57
20190614,23100,무,359
20190614,23200,당근,159
20190614,24400,양파,1196
20190614,22500,토마토,331
20190614,15100,고구마,71
20190615,22500,토마토,319
20190615,15100,고구마,24
20190615,23100,무,334
20190615,23200,당근,54
20190615,24400,양파,745
20190617,23200,당근,327
20190617,24400,양파,1270
20190617,22500,토마토,362
20190617,15100,고구마,93
20190617,23100,무,413
20190618,23100,무,436
20190618,23200,당근,148
20190618,24400,양파,846
20190618,15100,고구마,64
20190618,22500,토마토,333
20190619,23100,무,484
20190619,23200,당근,140
20190619,24400,양파,761
20190619,22500,토마토,309
20190619,15100,고구마,61
20190620,23100,무,482
20190620,23200,당근,180
20190620,24400,양파,824
20190620,15100,고구마,80
20190620,22500,토마토,297
20190621,23100,무,440
20190621,23200,당근,138
20190621,24400,양파,1175
20190621,22500,토마토,360
20190621,15100,고구마,84
20190622,23200,당근,45
20190622,23100,무,458
20190622,24400,양파,646
20190622,22500,토마토,329
20190622,15100,고구마,53
20190624,23100,무,370
20190624,23200,당근,149
20190624,24400,양파,773
20190624,22500,토마토,383
20190624,15100,고구마,101
20190625,23100,무,567
20190625,23200,당근,191
20190625,24400,양파,1041
20190625,22500,토마토,320
20190625,15100,고구마,79
20190626,22500,토마토,303
20190626,15100,고구마,87
20190626,23100,무,471
20190626,23200,당근,159
20190626,24400,양파,935
20190627,23100,무,421
20190627,23200,당근,138
20190627,24400,양파,623
20190627,22500,토마토,223
20190627,15100,고구마,36
20190628,22500,토마토,278
20190628,15100,고구마,70
20190628,23100,무,393
20190628,23200,당근,122
20190628,24400,양파,854
20190629,23100,무,633
20190629,23200,당근,44
20190629,24400,양파,967
20190629,22500,토마토,281
20190629,15100,고구마,39
20190701,24400,양파,957
20190701,22500,토마토,361
20190701,15100,고구마,99
20190701,23100,무,548
20190701,23200,당근,190
20190702,23100,무,511
20190702,23200,당근,164
20190702,22500,토마토,279
20190702,15100,고구마,93
20190702,24400,양파,726
20190703,23100,무,556
20190703,23200,당근,164
20190703,24400,양파,1000
20190703,22500,토마토,284
20190703,15100,고구마,70
20190704,23100,무,401
20190704,23200,당근,156
20190704,24400,양파,617
20190704,22500,토마토,221
20190704,15100,고구마,44
20190705,23100,무,412
20190705,23200,당근,100
20190705,24400,양파,829
20190705,22500,토마토,233
20190705,15100,고구마,75
20190706,15100,고구마,37
20190706,22500,토마토,236
20190706,23100,무,341
20190706,23200,당근,47
20190706,24400,양파,584
20190708,23100,무,419
20190708,23200,당근,123
20190708,24400,양파,730
20190708,22500,토마토,285
20190708,15100,고구마,88
20190709,23100,무,409
20190709,23200,당근,212
20190709,24400,양파,692
20190709,22500,토마토,231
20190709,15100,고구마,54
20190710,23200,당근,180
20190710,23100,무,450
20190710,24400,양파,683
20190710,22500,토마토,210
20190710,15100,고구마,74
20190711,23100,무,347
20190711,23200,당근,129
20190711,24400,양파,464
20190711,22500,토마토,188
20190711,15100,고구마,47
20190712,24400,양파,530
20190712,22500,토마토,243
20190712,15100,고구마,81
20190712,23100,무,642
20190712,23200,당근,131
20190713,23100,무,320
20190713,23200,당근,38
20190713,24400,양파,630
20190713,15100,고구마,47
20190713,22500,토마토,279
20190715,23100,무,611
20190715,23200,당근,145
20190715,24400,양파,718
20190715,22500,토마토,296
20190715,15100,고구마,79
20190716,23100,무,408
20190716,23200,당근,187
20190716,24400,양파,789
20190716,15100,고구마,53
20190716,22500,토마토,233
20190717,22500,토마토,192
20190717,15100,고구마,74
20190717,23100,무,389
20190717,23200,당근,200
20190717,24400,양파,699
20190718,23100,무,549
20190718,23200,당근,129
20190718,24400,양파,612
20190718,22500,토마토,179
20190718,15100,고구마,70
20190719,23100,무,508
20190719,23200,당근,120
20190719,24400,양파,571
20190719,22500,토마토,208
20190719,15100,고구마,78
20190720,23100,무,491
20190720,23200,당근,52
20190720,24400,양파,563
20190720,22500,토마토,198
20190720,15100,고구마,38
20190722,23100,무,410
20190722,23200,당근,197
20190722,24400,양파,674
20190722,22500,토마토,214
20190722,15100,고구마,106
20190723,23100,무,578
20190723,23200,당근,211
20190723,24400,양파,582
20190723,22500,토마토,191
20190723,15100,고구마,65
20190724,23100,무,518
20190724,23200,당근,167
20190724,24400,양파,646
20190724,22500,토마토,202
20190724,15100,고구마,55
20190725,23100,무,507
20190725,23200,당근,120
20190725,24400,양파,655
20190725,22500,토마토,197
20190725,15100,고구마,49
20190726,23100,무,351
20190726,23200,당근,89
20190726,24400,양파,546
20190726,22500,토마토,195
20190726,15100,고구마,60
20190727,23100,무,141
20190727,23200,당근,45
20190727,24400,양파,431
20190727,22500,토마토,198
20190727,15100,고구마,17
20190729,15100,고구마,76
20190729,23100,무,435
20190729,23200,당근,148
20190729,24400,양파,618
20190729,22500,토마토,281
20190730,23100,무,672
20190730,23200,당근,136
20190730,24400,양파,509
20190730,22500,토마토,240
20190730,15100,고구마,36
20190731,23100,무,515
20190731,23200,당근,288
20190731,24400,양파,604
20190731,22500,토마토,233
20190731,15100,고구마,72
20190801,23100,무,481
20190801,23200,당근,198
20190801,24400,양파,597
20190801,22500,토마토,239
20190801,15100,고구마,54
20190802,23100,무,307
20190802,23200,당근,117
20190802,24400,양파,672
20190802,22500,토마토,248
20190802,15100,고구마,63
20190805,23100,무,672
20190805,23200,당근,176
20190805,24400,양파,850
20190805,22500,토마토,333
20190805,15100,고구마,117
20190806,23100,무,685
20190806,23200,당근,159
20190806,24400,양파,648
20190806,22500,토마토,246
20190806,15100,고구마,65
20190807,23100,무,588
20190807,23200,당근,149
20190807,24400,양파,658
20190807,22500,토마토,196
20190807,15100,고구마,100
20190808,23100,무,382
20190808,23200,당근,132
20190808,24400,양파,573
20190808,22500,토마토,161
20190808,15100,고구마,51
20190809,23100,무,444
20190809,23200,당근,88
20190809,24400,양파,552
20190809,15100,고구마,89
20190809,22500,토마토,213
20190810,23100,무,350
20190810,23200,당근,51
20190810,22500,토마토,261
20190810,24400,양파,609
20190810,15100,고구마,49
20190812,23100,무,500
20190812,23200,당근,184
20190812,24400,양파,702
20190812,22500,토마토,291
20190812,15100,고구마,108
20190813,23100,무,624
20190813,23200,당근,124
20190813,24400,양파,665
20190813,22500,토마토,247
20190813,15100,고구마,119
20190814,23100,무,508
20190814,23200,당근,167
20190814,22500,토마토,230
20190814,15100,고구마,117
20190814,24400,양파,775
20190815,23100,무,431
20190815,23200,당근,111
20190815,24400,양파,748
20190815,22500,토마토,176
20190815,15100,고구마,99
20190816,22500,토마토,189
20190816,15100,고구마,107
20190816,23100,무,348
20190816,23200,당근,153
20190816,24400,양파,648
20190817,23100,무,373
20190817,23200,당근,62
20190817,24400,양파,625
20190817,15100,고구마,87
20190817,22500,토마토,232
20190819,23200,당근,267
20190819,23100,무,588
20190819,24400,양파,809
20190819,15100,고구마,170
20190819,22500,토마토,301
20190820,15100,고구마,139
20190820,23100,무,595
20190820,23200,당근,158
20190820,22500,토마토,258
20190820,24400,양파,762
20190821,23100,무,558
20190821,23200,당근,151
20190821,24400,양파,724
20190821,22500,토마토,239
20190821,15100,고구마,138
20190822,23100,무,473
20190822,23200,당근,167
20190822,24400,양파,867
20190822,22500,토마토,216
20190822,15100,고구마,153
20190823,23100,무,642
20190823,23200,당근,160
20190823,24400,양파,637
20190823,15100,고구마,157
20190823,22500,토마토,206
20190824,24400,양파,616
20190824,22500,토마토,230
20190824,15100,고구마,113
20190824,23100,무,491
20190824,23200,당근,52
20190826,23100,무,623
20190826,23200,당근,214
20190826,24400,양파,837
20190826,22500,토마토,282
20190826,15100,고구마,240
20190827,23100,무,507
20190827,23200,당근,244
20190827,24400,양파,678
20190827,22500,토마토,195
20190827,15100,고구마,179
20190828,23100,무,558
20190828,23200,당근,222
20190828,24400,양파,668
20190828,15100,고구마,158
20190828,22500,토마토,184
20190829,24400,양파,804
20190829,22500,토마토,159
20190829,15100,고구마,140
20190829,23100,무,551
20190829,23200,당근,181
20190830,23100,무,668
20190830,23200,당근,91
20190830,24400,양파,733
20190830,22500,토마토,212
20190830,15100,고구마,152
20190831,23100,무,576
20190831,23200,당근,67
20190831,24400,양파,813
20190831,22500,토마토,187
20190831,15100,고구마,100
20190902,23100,무,849
20190902,23200,당근,317
20190902,22500,토마토,260
20190902,24400,양파,838
20190902,15100,고구마,191
20190903,23100,무,680
20190903,23200,당근,223
20190903,24400,양파,852
20190903,22500,토마토,184
20190903,15100,고구마,176
20190904,23100,무,642
20190904,23200,당근,270
20190904,15100,고구마,231
20190904,22500,토마토,158
20190904,24400,양파,913
20190905,24400,양파,912
20190905,22500,토마토,129
20190905,15100,고구마,174
20190905,23100,무,690
20190905,23200,당근,158
20190906,23100,무,884
20190906,23200,당근,180
20190906,22500,토마토,154
20190906,15100,고구마,192
20190906,24400,양파,875
20190907,22500,토마토,175
20190907,15100,고구마,110
20190907,24400,양파,654
20190907,23100,무,564
20190907,23200,당근,92
20190909,23100,무,1156
20190909,23200,당근,242
20190909,24400,양파,810
20190909,15100,고구마,101
20190909,22500,토마토,227
20190910,23100,무,957
20190910,23200,당근,284
20190910,24400,양파,770
20190910,22500,토마토,191
20190910,15100,고구마,125
20190911,23200,당근,197
20190911,24400,양파,861
20190911,22500,토마토,233
20190911,15100,고구마,46
20190911,23100,무,946
20190912,15100,고구마,12
20190912,22500,토마토,151
20190912,23100,무,313
20190912,23200,당근,1
20190916,23100,무,827
20190916,23200,당근,194
20190916,24400,양파,499
20190916,22500,토마토,339
20190916,15100,고구마,108
20190917,23100,무,739
20190917,23200,당근,267
20190917,24400,양파,693
20190917,22500,토마토,285
20190917,15100,고구마,163
20190918,15100,고구마,176
20190918,23100,무,528
20190918,23200,당근,181
20190918,24400,양파,838
20190918,22500,토마토,212
20190919,15100,고구마,133
20190919,23100,무,592
20190919,23200,당근,190
20190919,22500,토마토,205
20190919,24400,양파,765
20190920,24400,양파,780
20190920,23100,무,439
20190920,23200,당근,184
20190920,22500,토마토,198
20190920,15100,고구마,157
20190921,23100,무,513
20190921,23200,당근,42
20190921,24400,양파,746
20190921,22500,토마토,217
20190921,15100,고구마,153
20190923,23100,무,664
20190923,23200,당근,137
20190923,24400,양파,629
20190923,15100,고구마,194
20190923,22500,토마토,174
20190924,22500,토마토,174
20190924,15100,고구마,219
20190924,24400,양파,833
20190924,23100,무,449
20190924,23200,당근,248
20190925,23100,무,714
20190925,23200,당근,152
20190925,24400,양파,729
20190925,22500,토마토,179
20190925,15100,고구마,204
20190926,24400,양파,898
20190926,22500,토마토,146
20190926,15100,고구마,176
20190926,23100,무,708
20190926,23200,당근,111
20190927,24400,양파,798
20190927,23100,무,539
20190927,23200,당근,225
20190927,15100,고구마,146
20190927,22500,토마토,163
20190928,23100,무,366
20190928,23200,당근,58
20190928,24400,양파,562
20190928,22500,토마토,194
20190928,15100,고구마,156
20190930,23100,무,432
20190930,23200,당근,319
20190930,22500,토마토,181
20190930,24400,양파,831
20190930,15100,고구마,205
20191001,23100,무,452
20191001,23200,당근,252
20191001,15100,고구마,167
20191001,24400,양파,718
20191001,22500,토마토,164
20191002,23100,무,609
20191002,23200,당근,171
20191002,24400,양파,776
20191002,15100,고구마,129
20191002,22500,토마토,145
20191003,15100,고구마,132
20191003,22500,토마토,99
20191003,24400,양파,571
