CustomerID,RegisterDate,Gender,BirthYear
c153787,2010-04-08,F,1945
c043113,2004-02-10,F,1962
c052684,2004-10-06,F,1970
c339456,2015-01-30,F,1979
c099839,2008-03-28,F,1973
c151952,2010-03-22,F,1980
c233476,2012-06-23,F,1973
c304973,2014-01-02,F,1983
c398332,2017-01-31,F,1970
c078968,2006-10-13,M,1977
c362980,2015-11-04,F,1985
c228904,2012-05-09,F,1964
c071054,2006-04-28,F,1967
c213748,2011-11-04,F,1973
c098286,2008-02-29,F,1973
c283989,2013-07-10,F,1963
c258682,2012-10-08,F,1980
c397675,2017-01-18,F,1972
c171094,2010-10-06,F,1979
c362001,2015-10-23,F,1986
c206400,2011-08-15,F,1971
c129299,2009-05-25,F,1975
c043687,2004-02-23,M,1964
c366188,2015-12-15,F,1992
c188648,2011-03-25,F,1976
c363235,2015-11-08,F,1968
c063593,2005-09-02,F,1963
c121713,2009-02-27,F,1976
c344237,2015-03-27,F,1970
c211881,2011-10-17,F,1959
c350834,2015-06-07,M,1970
c103450,2008-05-02,M,1948
c134625,2009-07-30,F,1970
c063087,2005-08-17,F,1944
c238049,2012-08-07,F,1969
c098413,2008-03-03,F,1977
c107853,2008-07-11,M,1961
c371568,2016-02-26,F,1954
c386206,2016-08-16,F,1988
c337898,2015-01-11,F,1973
c313364,2014-04-13,M,1983
c230884,2012-05-30,F,1965
c324542,2014-08-12,F,1983
c138443,2009-09-17,M,1978
c149399,2010-02-16,F,1973
c215381,2011-11-24,F,1952
c059646,2005-05-03,F,1944
c367704,2016-01-06,F,1968
c177682,2010-12-13,F,1978
c348136,2015-05-07,M,1978
c336644,2014-12-25,F,1980
c220028,2012-02-02,F,1962
c366614,2015-12-22,F,1982
c205191,2011-07-28,F,1970
c037999,2003-09-30,F,1970
c349783,2015-05-26,F,1973
c349804,2015-05-27,F,1990
c147873,2010-01-23,F,1974
c105423,2008-06-02,F,1975
c216975,2011-12-17,F,1959
c227646,2012-04-26,F,1978
c317725,2014-05-26,F,1976
c141777,2009-10-30,F,1980
c097121,2008-01-29,F,1963
c260657,2012-10-26,F,1978
c349724,2015-05-26,F,1955
c077365,2006-09-04,F,1976
c227351,2012-04-23,M,1974
c383040,2016-07-02,F,1942
c343594,2015-03-20,F,1984
c037924,2003-09-27,F,1961
c017624,2002-07-31,M,1964
c312857,2014-04-07,F,1980
c017731,2002-07-31,F,1966
c193651,2011-05-11,F,1978
c354567,2015-07-20,F,1959
c393550,2016-11-16,F,1971
c346253,2015-04-16,F,1985
c105891,2008-06-10,F,1973
c171283,2010-10-08,F,1964
c201518,2011-06-14,M,1975
c191864,2011-04-23,F,1973
c292114,2013-08-01,F,1981
c267105,2013-01-14,F,1959
c274126,2013-04-04,F,1982
c083607,2007-02-22,M,1969
c388454,2016-09-13,F,1969
c359801,2015-09-22,F,1974
c261569,2012-11-04,F,1982
c279499,2013-06-04,F,1987
c072084,2006-06-01,F,1971
c017672,2002-07-31,F,1966
c315666,2014-05-08,F,1980
c330499,2014-10-18,F,1969
c266952,2013-01-12,F,1979
c347991,2015-05-06,F,1975
c210472,2011-09-30,F,1974
c254571,2012-08-27,F,1979
c040445,2003-12-10,F,1972
c352899,2015-06-29,F,1977
c358319,2015-09-04,F,1982
c134628,2009-07-30,M,1976
c177887,2010-12-16,F,1973
c176263,2010-11-26,F,1981
c081451,2006-12-18,F,1960
c034376,2003-06-17,F,1963
c095391,2007-12-04,F,1955
c115266,2008-11-17,F,1976
c193909,2011-05-12,F,1955
c309712,2014-03-04,F,1971
c111750,2008-09-30,F,1976
c116982,2008-12-16,M,1979
c297255,2013-09-30,F,1975
c130304,2009-06-05,F,1972
c342362,2015-03-06,F,1971
c389630,2016-09-30,F,1970
c105246,2008-05-30,F,1975
c115575,2008-11-21,F,1956
c314875,2014-04-28,F,1972
c123925,2009-03-27,M,1975
c368129,2016-01-11,F,1981
c317750,2014-05-26,F,1979
c056226,2005-01-24,F,1967
c123195,2009-03-18,F,1964
c017551,2002-07-31,F,1962
c127244,2009-04-30,F,1957
c317003,2014-05-20,F,1978
c275548,2013-04-22,F,1958
c328839,2014-10-02,F,1978
c200092,2011-05-31,F,1972
c257192,2012-09-19,F,1991
c310506,2014-03-12,M,1972
c319351,2014-06-12,F,1982
c091352,2007-08-14,F,1982
c331473,2014-10-28,F,1971
c060131,2005-05-16,F,1970
c083863,2007-03-01,F,1972
c357740,2015-08-28,F,1981
c382028,2016-06-22,F,1963
c107067,2008-06-30,F,1976
c148616,2010-02-02,F,1978
c156079,2010-04-30,F,1976
c211366,2011-10-12,M,1962
c118926,2009-01-18,F,1963
c114635,2008-11-07,F,1960
c303135,2013-12-07,F,1988
c395401,2016-12-14,F,1964
c217352,2011-12-23,F,1965
c108900,2008-08-02,F,1974
c351875,2015-06-17,F,1981
c278028,2013-05-21,F,1978
c117495,2008-12-26,F,1969
c266280,2013-01-04,F,1977
c273629,2013-03-30,F,1972
c307471,2014-02-07,F,1956
c318568,2014-06-04,F,1950
c358531,2015-09-07,F,1963
c355007,2015-07-25,F,1985
c227829,2012-04-28,M,1977
c086592,2007-04-24,M,1981
c142543,2009-11-09,F,1974
c076461,2006-08-02,F,1946
c133167,2009-07-09,F,1971
c108176,2008-07-18,F,1946
c122735,2009-03-12,F,1957
c113117,2008-10-17,F,1969
c098233,2008-02-28,F,1973
c075027,2006-06-16,F,1967
c202512,2011-06-24,F,1978
c340285,2015-02-06,F,1986
c324087,2014-08-05,F,1962
c385300,2016-08-01,F,1969
c175224,2010-11-16,F,1933
c163961,2010-06-30,F,1957
c349167,2015-05-19,F,1982
c308113,2014-02-14,F,1958
c089765,2007-06-21,F,1961
c203235,2011-07-02,F,1978
c291488,2013-07-26,F,1938
c131055,2009-06-16,F,1959
c121452,2009-02-24,M,1966
c127610,2009-05-05,F,1979
c349522,2015-05-22,F,1985
c047352,2004-05-24,F,1968
c339401,2015-01-29,F,1970
c237917,2012-08-06,M,1967
c160195,2010-05-13,F,1975
c322763,2014-07-19,F,1982
c186011,2011-02-26,F,1971
c222232,2012-03-01,F,1973
c148320,2010-01-29,F,1969
c330348,2014-10-16,F,1969
c173870,2010-11-01,F,1976
c146438,2010-01-05,F,1975
c350428,2015-06-02,F,1987
c335275,2014-12-05,F,1982
c366582,2015-12-22,F,1984
c300810,2013-11-10,F,1975
c360040,2015-09-25,F,1975
c142648,2009-11-10,F,1967
c352512,2015-06-24,F,1969
c299140,2013-10-22,F,1974
c119964,2009-02-03,F,1978
c177633,2010-12-13,F,1968
c084180,2007-03-08,F,1976
c017718,2002-07-31,F,1971
c174661,2010-11-09,F,1967
c314698,2014-04-25,F,1975
c200041,2011-05-30,F,1967
c333221,2014-11-12,F,1971
c357553,2015-08-27,F,1962
c374212,2016-03-25,F,1963
c223944,2012-03-16,M,1979
c387389,2016-08-30,F,1983
c277839,2013-05-19,F,1977
c366063,2015-12-14,F,1970
c099866,2008-03-29,F,1968
c190795,2011-04-14,M,1974
c345211,2015-04-06,F,1976
c112355,2008-10-08,F,1964
c112401,2008-10-08,F,1976
c204015,2011-07-12,F,1980
c232869,2012-06-18,F,1981
c236759,2012-07-20,F,1957
c091310,2007-08-13,F,1969
c345378,2015-04-08,F,1979
c385913,2016-08-10,F,1976
c353769,2015-07-09,F,1974
c138630,2009-09-20,F,1979
c086449,2007-04-21,F,1971
c324617,2014-08-12,F,1973
c330165,2014-10-15,F,1963
c353616,2015-07-07,F,1986
c017577,2002-07-31,F,1973
c017727,2002-07-31,F,1959
c043205,2004-02-11,F,1957
c057902,2005-03-19,F,1964
c065797,2005-11-12,F,1950
c079236,2006-10-19,F,1969
c093272,2007-10-12,F,1974
c366903,2015-12-26,F,1982
c373441,2016-03-17,F,1977
c385993,2016-08-12,F,1970
c387126,2016-08-26,M,1981
c399680,2017-02-23,F,1985
c104440,2008-05-19,F,1968
c105319,2008-05-31,F,1978
c128162,2009-05-12,F,1970
c136900,2009-09-02,F,1977
c143361,2009-11-18,F,1955
c175118,2010-11-15,F,1972
c182677,2011-02-09,F,1972
c189468,2011-04-03,F,1959
c226603,2012-04-15,F,1973
c229571,2012-05-17,M,1985
c237236,2012-07-26,F,1972
c272388,2013-03-18,F,1982
c275313,2013-04-18,M,1975
c042176,2004-01-26,F,1969
c096108,2007-12-31,F,1946
c362893,2015-11-03,F,1969
c167637,2010-08-25,F,1975
c320305,2014-06-23,F,1970
c341151,2015-02-23,F,1982
c044768,2004-03-19,F,1968
c363971,2015-11-17,F,1979
c381717,2016-06-19,F,1980
c110804,2008-09-09,F,1974
c318047,2014-05-29,F,1974
c366873,2015-12-26,F,1964
c082146,2007-01-11,F,1971
c210950,2011-10-07,F,1972
c038319,2003-10-09,F,1948
c038304,2003-10-09,F,1967
c335797,2014-12-13,F,1973
c332568,2014-11-06,F,1980
c037266,2003-09-02,M,1959
c238991,2012-08-20,F,1976
c054697,2004-11-29,M,1971
c120267,2009-02-07,F,1960
c317723,2014-05-26,F,1954
c384119,2016-07-15,F,1985
c068394,2006-02-10,F,1969
c371569,2016-02-26,F,1978
c400470,2017-03-06,F,1979
c103757,2008-05-08,F,1963
c153235,2010-04-03,M,1946
c202863,2011-06-29,F,1973
c222726,2012-03-06,F,1987
c230379,2012-05-25,F,1973
c231811,2012-06-08,M,1974
c270223,2013-02-22,F,1976
c312280,2014-04-01,F,1979
c315433,2014-05-06,F,1965
c350980,2015-06-09,F,1982
c364016,2015-11-18,F,1957
c118395,2009-01-10,F,1977
c122048,2009-03-04,F,1963
c130077,2009-06-03,M,1974
c134514,2009-07-29,F,1969
c212716,2011-10-24,F,1981
c213269,2011-10-31,F,1978
c293026,2013-08-13,F,1966
c315780,2014-05-09,F,1972
c060029,2005-05-14,F,1965
c082264,2007-01-15,F,1973
c349205,2015-05-19,F,1975
c045486,2004-04-08,F,1965
c046178,2004-04-27,F,1968
c078754,2006-10-03,F,1962
c394007,2016-11-23,F,1970
c104962,2008-05-26,F,1969
c168287,2010-09-01,M,1972
c175819,2010-11-22,F,1959
c187366,2011-03-12,F,1958
c274550,2013-04-10,F,1978
c320672,2014-06-26,F,1981
c342823,2015-03-12,F,1977
c327488,2014-09-17,F,1980
c333131,2014-11-12,F,1980
c086983,2007-05-01,F,1970
c363363,2015-11-10,F,1978
c364087,2015-11-19,F,1980
c376722,2016-04-22,F,1985
c125672,2009-04-14,F,1963
c402634,2017-03-30,F,1960
c255519,2012-09-03,F,1962
c263517,2012-11-26,F,1973
c202538,2011-06-25,F,1978
c340631,2015-02-11,F,1984
c283206,2013-07-03,F,1940
c214911,2011-11-19,F,1971
c323397,2014-07-27,F,1979
c085186,2007-03-30,F,1975
c357756,2015-08-28,M,1978
c119928,2009-02-03,F,1968
c163488,2010-06-24,F,1973
c166291,2010-08-04,F,1968
c343106,2015-03-16,F,1982
c138203,2009-09-15,F,1984
c329534,2014-10-08,M,1973
c097665,2008-02-15,F,1971
c046044,2004-04-23,F,1967
c093369,2007-10-15,F,1969
c119127,2009-01-20,F,1965
c309707,2014-03-04,F,1979
c392000,2016-10-28,F,1979
c146116,2009-12-30,F,1973
c117925,2009-01-04,F,1975
c350345,2015-06-02,F,1983
c059303,2005-04-25,M,1969
c123918,2009-03-27,M,1974
c137589,2009-09-09,F,1974
c149838,2010-02-22,F,1970
c150928,2010-03-09,F,1964
c223585,2012-03-13,F,1961
c227862,2012-04-29,F,1983
c305895,2014-01-14,F,1979
c335766,2014-12-12,F,1983
c339129,2015-01-26,M,1988
c345371,2015-04-07,F,1973
c356418,2015-08-14,F,1987
c094407,2007-11-08,F,1977
c099268,2008-03-19,F,1974
c128348,2009-05-13,F,1972
c136882,2009-09-02,F,1974
c152579,2010-03-29,F,1971
c167844,2010-08-27,F,1965
c170122,2010-09-28,F,1978
c173861,2010-11-01,F,1972
c181972,2011-01-28,F,1966
c221681,2012-02-23,F,1980
c222515,2012-03-05,F,1975
c255595,2012-09-03,F,1974
c306887,2014-01-28,M,1956
c309111,2014-02-26,F,1976
c200957,2011-06-08,F,1971
c093605,2007-10-21,F,1973
c238417,2012-08-13,F,1981
c346882,2015-04-23,F,1967
c369284,2016-01-25,F,1966
c385994,2016-08-12,F,1977
c238776,2012-08-16,M,1961
c342774,2015-03-11,F,1973
c104459,2008-05-19,F,1964
c048774,2004-06-21,F,1957
c373957,2016-03-23,F,1981
c140393,2009-10-15,F,1977
c296736,2013-09-25,F,1957
c341675,2015-02-28,F,1986
c352850,2015-06-29,F,1982
c254964,2012-08-31,F,1976
c338923,2015-01-23,F,1981
c345428,2015-04-08,F,1960
c235233,2012-07-11,F,1942
c335135,2014-12-04,F,1969
c337102,2014-12-31,F,1972
c090124,2007-07-02,F,1971
c050169,2004-07-17,F,1969
c382438,2016-06-27,F,1980
c323726,2014-07-31,F,1993
c120907,2009-02-17,F,1973
c344952,2015-04-03,F,1970
c017620,2002-07-31,F,1966
c274665,2013-04-11,F,1952
c318585,2014-06-04,F,1977
c215485,2011-11-26,F,1971
c360109,2015-09-29,F,1981
c224074,2012-03-19,M,1978
c296739,2013-09-25,M,1974
c377969,2016-05-07,M,1956
c153065,2010-04-01,F,1952
c091138,2007-08-06,F,1983
c352720,2015-06-26,F,1970
c213813,2011-11-06,F,1979
c077371,2006-09-04,F,1965
c295988,2013-09-12,F,1979
c122996,2009-03-16,F,1970
c111028,2008-09-16,F,1973
c301634,2013-11-19,F,1972
c212859,2011-10-25,M,1974
c076781,2006-08-16,F,1968
c396022,2016-12-23,F,1983
c172729,2010-10-21,F,1975
c323777,2014-07-31,F,1965
c219318,2012-01-21,F,1981
c230965,2012-05-31,F,1977
c118274,2009-01-08,F,1949
c040723,2003-12-17,F,1968
c360632,2015-10-06,F,1972
c357165,2015-08-24,F,1972
c147774,2010-01-21,F,1967
c150852,2010-03-08,F,1977
c163255,2010-06-22,M,1974
c224143,2012-03-19,F,1971
c350577,2015-06-04,F,1967
c369132,2016-01-22,F,1971
c091271,2007-08-11,F,1952
c153135,2010-04-02,F,1967
c257142,2012-09-19,F,1981
c280317,2013-06-08,F,1965
c121344,2009-02-23,F,1966
c038572,2003-10-16,F,1969
c139215,2009-09-28,F,1977
c335053,2014-12-03,F,1977
c377127,2016-04-26,F,1966
c141838,2009-10-31,F,1969
c054598,2004-11-25,F,1977
c118410,2009-01-10,F,1976
c271108,2013-03-05,F,1961
c299652,2013-10-28,F,1966
c347501,2015-04-29,F,1975
c071952,2006-05-30,F,1956
c383085,2016-07-03,F,1960
c226168,2012-04-09,M,1958
c192087,2011-04-25,F,1962
c124747,2009-04-06,F,1957
c170363,2010-09-29,F,1984
c052308,2004-09-21,F,1977
c395673,2016-12-19,F,1972
c094185,2007-11-03,F,1965
c069347,2006-03-16,F,1971
c167343,2010-08-21,F,1965
c336439,2014-12-23,F,1980
c182210,2011-02-01,F,1969
c120064,2009-02-04,F,1977
c225069,2012-03-28,F,1972
c341209,2015-02-23,M,1944
c339526,2015-01-30,M,1984
c331210,2014-10-25,M,1971
c363228,2015-11-08,F,1983
c155875,2010-04-28,F,1974
c341095,2015-02-21,F,1976
c017667,2002-07-31,F,1966
c255544,2012-09-03,F,1963
c236714,2012-07-20,F,1967
c062155,2005-07-07,F,1970
c400706,2017-03-09,F,1981
c017503,2002-07-31,F,1971
c206579,2011-08-17,F,1938
c088683,2007-05-22,F,1976
c055600,2004-12-31,F,1942
c112772,2008-10-14,F,1978
c038180,2003-10-06,F,1947
c220631,2012-02-10,F,1962
c399578,2017-02-21,F,1985
c068727,2006-02-22,F,1970
c095448,2007-12-05,F,1974
c155936,2010-04-29,F,1960
c283212,2013-07-03,F,1979
c275699,2013-04-23,F,1985
c305733,2014-01-12,F,1975
c255833,2012-09-05,M,1967
c119077,2009-01-20,F,1966
c367093,2015-12-29,F,1985
c335380,2014-12-08,F,1984
c261253,2012-11-01,F,1975
c079150,2006-10-18,F,1968
c090177,2007-07-03,F,1970
c078549,2006-09-28,F,1965
c160844,2010-05-20,F,1972
c321677,2014-07-08,F,1976
c096214,2008-01-03,F,1965
c228710,2012-05-08,F,1961
c270442,2013-02-25,F,1952
c349846,2015-05-27,F,1970
c199854,2011-05-28,M,1965
c171256,2010-10-08,F,1976
c039004,2003-10-27,F,1963
c271462,2013-03-08,F,1967
c095560,2007-12-10,F,1957
c317839,2014-05-27,F,1975
c373485,2016-03-18,F,1974
c327833,2014-09-22,F,1975
c100599,2008-04-10,F,1974
c260634,2012-10-25,F,1975
c219934,2012-02-01,F,1954
c086145,2007-04-16,F,1971
c307396,2014-02-06,F,1984
c234291,2012-07-02,F,1953
c392656,2016-11-05,F,1975
c231043,2012-06-01,F,1963
c111027,2008-09-16,F,1971
c358887,2015-09-10,M,1970
c069948,2006-03-29,F,1973
c359997,2015-09-24,F,1971
c397251,2017-01-11,F,1981
c096538,2008-01-14,F,1951
c352212,2015-06-22,F,1973
c118362,2009-01-09,F,1964
c296091,2013-09-14,F,1966
c341192,2015-02-23,F,1973
c316640,2014-05-16,F,1975
c214450,2011-11-14,M,1979
c209562,2011-09-24,F,1971
c357766,2015-08-29,F,1985
c388924,2016-09-22,F,1989
c135336,2009-08-11,F,1979
c398644,2017-02-04,F,1972
c338151,2015-01-13,F,1979
c124222,2009-04-01,F,1979
c303514,2013-12-12,M,1957
c381859,2016-06-20,F,1972
c345759,2015-04-12,F,1985
c040493,2003-12-11,F,1945
c187029,2011-03-09,F,1973
c352010,2015-06-18,F,1973
c063594,2005-09-02,F,1974
c077719,2006-09-12,F,1959
c268330,2013-01-28,F,1973
c277404,2013-05-14,F,1982
c305921,2014-01-14,F,1977
c366335,2015-12-17,F,1967
c093176,2007-10-10,F,1974
c208377,2011-09-08,F,1948
c103861,2008-05-09,F,1973
c223349,2012-03-12,F,1973
c366330,2015-12-17,F,1983
c299385,2013-10-24,F,1977
c368828,2016-01-19,F,1960
c274736,2013-04-11,F,1973
c121138,2009-02-19,F,1971
c164806,2010-07-12,F,1974
c352739,2015-06-27,F,1967
c147379,2010-01-16,F,1972
c222824,2012-03-07,F,1968
c111472,2008-09-25,F,1977
c305167,2014-01-05,F,1982
c315289,2014-05-02,F,1979
c368012,2016-01-09,F,1973
c320617,2014-06-26,F,1977
c266817,2013-01-10,F,1964
c298664,2013-10-16,F,1980
c341245,2015-02-23,F,1982
c273797,2013-04-01,F,1975
c349063,2015-05-18,F,1974
c137369,2009-09-07,F,1981
c301528,2013-11-18,F,1955
c201252,2011-06-12,F,1972
c321209,2014-07-03,F,1980
c319179,2014-06-11,F,1965
c148529,2010-02-01,F,1977
c309295,2014-02-28,F,1980
c300760,2013-11-08,F,1978
c238884,2012-08-17,F,1968
c359069,2015-09-13,F,1975
c378428,2016-05-12,F,1984
c104876,2008-05-26,F,1967
c364279,2015-11-21,F,1972
c070800,2006-04-21,M,1973
c269741,2013-02-16,F,1960
c354828,2015-07-23,F,1969
c292381,2013-08-05,F,1978
c256672,2012-09-13,F,1980
c059003,2005-04-18,F,1966
c100792,2008-04-14,F,1971
c068224,2006-02-03,F,1976
c275305,2013-04-18,F,1985
c280269,2013-06-07,F,1945
c393267,2016-11-13,M,1977
c171385,2010-10-09,F,1978
c312835,2014-04-07,F,1981
c069632,2006-03-22,F,1973
c360710,2015-10-06,F,1982
c367261,2015-12-31,F,1967
c111738,2008-09-30,F,1968
c215483,2011-11-26,F,1980
c259362,2012-10-13,F,1963
c265007,2012-12-17,F,1969
c279451,2013-06-03,F,1985
c305163,2014-01-05,F,1975
c316754,2014-05-18,M,1974
c204231,2011-07-14,F,1962
c192564,2011-04-29,F,1964
c262304,2012-11-12,F,1970
c314143,2014-04-21,F,1980
c383611,2016-07-10,F,1989
c311943,2014-03-28,M,1932
c166454,2010-08-07,F,1965
c329445,2014-10-08,M,1975
c392672,2016-11-05,F,1977
c078522,2006-09-28,F,1973
c385259,2016-08-01,F,1994
c372992,2016-03-14,F,1982
c050494,2004-07-26,F,1963
c328698,2014-09-30,F,1983
c038309,2003-10-09,F,1966
c392058,2016-10-29,F,1954
c143548,2009-11-20,F,1957
c085328,2007-04-02,F,1971
c173976,2010-11-02,M,1967
c093505,2007-10-18,F,1952
c338224,2015-01-14,F,1969
c191750,2011-04-21,F,1973
c282277,2013-06-26,F,1953
c351898,2015-06-17,F,1974
c368109,2016-01-10,M,1984
c368172,2016-01-11,F,1977
c104451,2008-05-19,F,1969
c119729,2009-01-31,F,1976
c124687,2009-04-06,F,1976
c126138,2009-04-20,F,1963
c152029,2010-03-23,F,1964
c215033,2011-11-21,F,1963
c238833,2012-08-17,F,1975
c274203,2013-04-05,F,1978
c295648,2013-09-09,F,1969
c296638,2013-09-24,F,1981
c320790,2014-06-27,F,1984
c345084,2015-04-05,M,1983
c258782,2012-10-09,F,1973
c049344,2004-06-30,F,1954
c170180,2010-09-28,F,1969
c186167,2011-02-28,F,1976
c319923,2014-06-18,F,1961
c321689,2014-07-08,M,1979
c340251,2015-02-06,F,1971
c363992,2015-11-18,F,1979
c345390,2015-04-08,F,1972
c051626,2004-08-31,F,1966
c109252,2008-08-09,F,1964
c276910,2013-05-08,F,1974
c060972,2005-06-02,F,1971
c362576,2015-10-30,F,1972
c352864,2015-06-29,F,1964
c054644,2004-11-26,F,1978
c095909,2007-12-21,F,1973
c387638,2016-09-01,F,1956
c137227,2009-09-05,F,1975
c137351,2009-09-07,F,1968
c187622,2011-03-15,F,1964
c221752,2012-02-24,F,1975
c280375,2013-06-09,F,1945
c319841,2014-06-18,M,1971
c237099,2012-07-25,F,1979
c378996,2016-05-19,F,1971
c221444,2012-02-20,F,1971
c098957,2008-03-14,F,1975
c365181,2015-12-02,F,1970
c170207,2010-09-29,F,1980
c088828,2007-05-26,F,1984
c088490,2007-05-17,F,1970
c233561,2012-06-25,F,1973
c063797,2005-09-09,F,1970
c118028,2009-01-05,F,1968
c148505,2010-02-01,F,1957
c238056,2012-08-07,F,1977
c350273,2015-06-01,F,1977
c356352,2015-08-13,F,1963
c398722,2017-02-06,F,1974
c225681,2012-04-04,F,1983
c227415,2012-04-24,F,1960
c366906,2015-12-26,F,1971
c222172,2012-02-29,M,1969
c324125,2014-08-06,F,1970
c044804,2004-03-22,F,1962
c066245,2005-11-29,F,1973
c277658,2013-05-16,F,1987
c297088,2013-09-28,F,1965
c349653,2015-05-25,F,1983
c314205,2014-04-22,F,1969
c156419,2010-05-04,F,1984
c266359,2013-01-06,F,1976
c306206,2014-01-17,M,1973
c211284,2011-10-11,F,1971
c344090,2015-03-26,F,1961
c030706,2003-02-22,M,1962
c387185,2016-08-27,F,1970
c118603,2009-01-13,F,1972
c205545,2011-08-02,F,1981
c223192,2012-03-10,F,1976
c213326,2011-11-01,F,1955
c349025,2015-05-18,F,1956
c343292,2015-03-18,F,1975
c059914,2005-05-12,F,1971
c093681,2007-10-23,F,1956
c095888,2007-12-21,F,1957
c371209,2016-02-22,F,1976
c373673,2016-03-20,F,1983
c115806,2008-11-26,F,1971
c144797,2009-12-07,F,1967
c171257,2010-10-08,F,1968
c218664,2012-01-12,F,1979
c278626,2013-05-28,F,1972
c281886,2013-06-23,F,1968
c283663,2013-07-07,F,1982
c121013,2009-02-18,F,1955
c172877,2010-10-22,F,1974
c153528,2010-04-06,F,1974
c342149,2015-03-05,F,1977
c068640,2006-02-17,F,1969
c354780,2015-07-22,F,1976
c051125,2004-08-17,F,1977
c043524,2004-02-18,F,1964
c178621,2010-12-25,F,1954
c347836,2015-05-04,F,1979
c221347,2012-02-20,F,1951
c310596,2014-03-13,F,1979
c172979,2010-10-23,F,1980
c068243,2006-02-04,F,1973
c369179,2016-01-22,F,1984
c297902,2013-10-08,F,1971
c366986,2015-12-28,F,1973
c091147,2007-08-07,F,1933
c305393,2014-01-07,F,1979
c350768,2015-06-06,F,1976
c150156,2010-02-26,F,1963
c017732,2002-07-31,F,1968
c374619,2016-03-30,F,1976
c313438,2014-04-14,F,1976
c278409,2013-05-25,F,1948
c260024,2012-10-19,F,1956
c055596,2004-12-31,F,1963
c221180,2012-02-17,F,1972
c270691,2013-02-28,F,1976
c357801,2015-08-29,F,1983
c107911,2008-07-14,F,1979
c131272,2009-06-18,F,1958
c061619,2005-06-20,F,1973
c117330,2008-12-23,F,1969
c178212,2010-12-20,F,1976
c293190,2013-08-14,F,1974
c228889,2012-05-09,F,1975
c260294,2012-10-22,F,1980
c331217,2014-10-26,F,1982
c209895,2011-09-28,F,1983
c302963,2013-12-04,F,1975
c396177,2016-12-26,F,1979
c234643,2012-07-05,F,1986
c395989,2016-12-23,F,1986
c083678,2007-02-23,F,1962
c117492,2008-12-26,F,1967
c338238,2015-01-14,F,1977
c343267,2015-03-18,F,1963
c298921,2013-10-19,M,1969
c310143,2014-03-10,F,1977
c164775,2010-07-12,F,1962
c299857,2013-10-30,F,1973
c342764,2015-03-11,F,1973
c085861,2007-04-11,F,1967
c386397,2016-08-18,F,1976
c098406,2008-03-03,F,1969
c103243,2008-04-29,F,1970
c017752,2002-07-31,F,1966
c078075,2006-09-19,F,1964
c272190,2013-03-15,F,1975
c055348,2004-12-22,F,1970
c129791,2009-05-30,F,1973
c363073,2015-11-05,F,1962
c261935,2012-11-07,F,1976
c354640,2015-07-20,F,1980
c352184,2015-06-21,F,1984
c308419,2014-02-18,F,1962
c313636,2014-04-16,F,1973
c105872,2008-06-09,F,1978
c051734,2004-09-03,F,1968
c222390,2012-03-02,F,1969
c039211,2003-10-31,F,1959
c358409,2015-09-06,F,1985
c184812,2011-02-13,F,1982
c064075,2005-09-21,M,1973
c361375,2015-10-15,F,1975
c136916,2009-09-02,F,1959
c165396,2010-07-21,M,1964
c218366,2012-01-10,M,1977
c223372,2012-03-12,F,1979
c298549,2013-10-16,M,1946
c307057,2014-02-03,F,1976
c094724,2007-11-15,F,1939
c345078,2015-04-04,F,1977
c344633,2015-04-01,F,1988
c098851,2008-03-12,F,1971
c188082,2011-03-21,F,1977
c234397,2012-07-03,F,1976
c283124,2013-07-02,F,1990
c348907,2015-05-15,F,1964
c353531,2015-07-06,M,1979
c097944,2008-02-21,F,1973
c105413,2008-06-02,F,1973
c217153,2011-12-20,F,1972
c310170,2014-03-10,F,1973
c312185,2014-04-01,F,1974
c230879,2012-05-30,F,1975
c118750,2009-01-15,F,1960
c296670,2013-09-24,M,1983
c373217,2016-03-15,F,1956
c037932,2003-09-27,M,1945
c354039,2015-07-13,F,1978
c017614,2002-07-31,F,1958
c094531,2007-11-12,F,1965
c390013,2016-10-05,F,1981
c179219,2010-12-31,M,1972
c268216,2013-01-27,F,1979
c307070,2014-02-03,M,1978
c366727,2015-12-23,F,1987
c093685,2007-10-23,F,1938
c226940,2012-04-18,F,1952
c047907,2004-06-04,F,1970
c303455,2013-12-11,F,1983
c110883,2008-09-11,M,1979
c091568,2007-08-22,F,1954
c323588,2014-07-29,F,1960
c056795,2005-02-15,F,1971
c076508,2006-08-04,M,1963
c379116,2016-05-21,M,1974
c396532,2017-01-02,F,1974
c166039,2010-07-31,F,1960
c261933,2012-11-07,F,1976
c276083,2013-04-27,F,1971
c350495,2015-06-03,F,1974
c355876,2015-08-06,F,1982
c099310,2008-03-20,F,1969
c099503,2008-03-24,F,1979
c105415,2008-06-02,F,1970
c223557,2012-03-13,F,1954
c229861,2012-05-19,F,1977
c156998,2010-05-10,F,1972
c172612,2010-10-20,F,1969
c356438,2015-08-14,F,1971
c027996,2002-11-01,M,1974
c345762,2015-04-12,F,1991
c339321,2015-01-28,F,1988
c114024,2008-10-29,F,1968
c174033,2010-11-03,F,1971
c038779,2003-10-22,F,1945
c395106,2016-12-09,F,1979
c367111,2015-12-29,F,1974
c169958,2010-09-26,F,1978
c058364,2005-04-01,F,1964
c096167,2008-01-02,F,1974
c349755,2015-05-26,F,1963
c354713,2015-07-21,F,1957
c054177,2004-11-12,F,1976
