Date,ProductID,Grade,KG,ProductName,Price
20190124,22500,2,5,토마토,12500
20190124,22500,3,10,토마토,17547
20190124,22500,3,5,토마토,8445
20190124,23100,0,20,무,10060
20190124,23100,1,20,무,8845
20190124,23100,2,20,무,7287
20190124,23100,3,20,무,3563
20190124,23200,1,20,당근,23338
20190124,23200,2,20,당근,21272
20190124,23200,3,20,당근,17727
20190124,24400,0,1,양파,892
20190124,24400,0,12,양파,12639
20190124,24400,0,15,양파,11930
20190124,24400,0,20,양파,13572
20190124,24400,1,1,양파,554
20190124,24400,1,12,양파,6178
20190124,24400,1,15,양파,9636
20190124,24400,1,20,양파,8288
20190124,24400,2,1,양파,416
20190124,24400,2,12,양파,4794
20190124,24400,2,15,양파,7922
20190124,24400,2,20,양파,8000
20190124,24400,3,1,양파,322
20190124,24400,3,12,양파,3401
20190124,24400,3,15,양파,6461
20190124,24400,3,20,양파,7662
20190125,15100,0,10,고구마,47843
20190125,15100,1,10,고구마,33872
20190125,15100,2,10,고구마,22644
20190125,15100,3,10,고구마,11869
20190125,22500,0,10,토마토,32917
20190125,22500,0,5,토마토,16329
20190125,22500,1,10,토마토,23000
20190125,22500,1,5,토마토,15057
20190125,22500,2,10,토마토,15134
20190125,22500,2,5,토마토,13186
20190125,22500,3,10,토마토,10125
20190125,22500,3,5,토마토,9158
20190125,23100,0,20,무,9931
20190125,23100,1,20,무,8245
20190125,23100,2,20,무,7389
20190125,23100,3,20,무,4789
20190125,23200,1,20,당근,23606
20190125,23200,2,20,당근,20574
20190125,23200,3,20,당근,17192
20190125,24400,0,1,양파,977
20190125,24400,0,12,양파,12884
20190125,24400,0,15,양파,11623
20190125,24400,0,20,양파,16000
20190125,24400,1,1,양파,604
20190125,24400,1,12,양파,6196
20190125,24400,1,15,양파,9613
20190125,24400,1,20,양파,13758
20190125,24400,2,1,양파,426
20190125,24400,2,12,양파,4467
20190125,24400,2,15,양파,7617
20190125,24400,2,20,양파,8955
20190125,24400,3,1,양파,256
20190125,24400,3,12,양파,2795
20190125,24400,3,15,양파,5100
20190125,24400,3,20,양파,3428
20190126,15100,0,10,고구마,40332
20190126,15100,1,10,고구마,30314
20190126,15100,2,10,고구마,21882
20190126,15100,3,10,고구마,9989
20190126,22500,0,10,토마토,24371
20190126,22500,0,5,토마토,17000
20190126,22500,1,10,토마토,19633
20190126,22500,1,5,토마토,15100
20190126,22500,2,10,토마토,15879
20190126,22500,2,5,토마토,12405
20190126,22500,3,10,토마토,6743
20190126,22500,3,5,토마토,7049
20190126,23100,0,20,무,9338
20190126,23100,1,20,무,7921
20190126,23100,2,20,무,7200
20190126,23100,3,20,무,6062
20190126,23200,1,20,당근,22561
20190126,23200,2,20,당근,20291
20190126,23200,3,20,당근,15197
20190126,24400,0,1,양파,927
20190126,24400,0,12,양파,12296
20190126,24400,0,15,양파,11733
20190126,24400,0,20,양파,15863
20190126,24400,1,1,양파,588
20190126,24400,1,12,양파,5646
20190126,24400,1,15,양파,9321
20190126,24400,1,20,양파,13788
20190126,24400,2,1,양파,404
20190126,24400,2,12,양파,4254
20190126,24400,2,15,양파,7287
20190126,24400,2,20,양파,9421
20190126,24400,3,1,양파,272
20190126,24400,3,12,양파,2768
20190126,24400,3,15,양파,5706
20190126,24400,3,20,양파,7137
20190128,15100,0,10,고구마,47215
20190128,15100,1,10,고구마,32773
20190128,15100,2,10,고구마,23431
20190128,15100,3,10,고구마,11724
20190128,22500,0,10,토마토,30586
20190128,22500,0,5,토마토,16943
20190128,22500,1,10,토마토,21471
20190128,22500,1,5,토마토,15483
20190128,22500,2,10,토마토,18140
20190128,22500,2,5,토마토,13011
20190128,22500,3,10,토마토,11211
20190128,22500,3,5,토마토,8830
20190128,23100,0,20,무,8062
20190128,23100,1,20,무,7401
20190128,23100,2,20,무,6512
20190128,23100,3,20,무,5097
20190128,23200,1,20,당근,23469
20190128,23200,2,20,당근,20675
20190128,23200,3,20,당근,16234
20190128,24400,0,1,양파,900
20190128,24400,0,12,양파,12462
20190128,24400,0,15,양파,11708
